DCID,Permit Number,Program Name,Facility Type,Program Type,Street Address,Borough,Zip Code,Phone Number,Child Age Range,Children Allowed in Care,Administer Medication,BIN,BBL,Community Board,Council District,Census Tract,NTA Code,Latitude,Longitude
DC11886,,THE GILLEN BREWER SCHOOL,SBCC,PRESCHOOL,410 EAST 92 STREET,MANHATTAN,10128,(212) 831-3667,3 YEARS - 5 YEARS,24,No,1081307.0,1015717501.0,108.0,5.0,15200.0,MN32,40.780480728887,-73.94611912008
DC1320,1460.0,"UNION SETTLEMENT ASSOCIATION, INC.",GCC,PRESCHOOL,1565 MADISON AVENUE,MANHATTAN,10029,(212) 828-6078,2 YEARS - 5 YEARS,81,No,1078840.0,1016100023.0,111.0,8.0,16800.0,MN33,40.793308584472,-73.949709397162
DC12377,6856.0,"ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.",GCC,INFANT TODDLER,35-01 24 STREET,QUEENS,11106,(718) 707-0501,0 YEARS - 2 YEARS,20,No,4003978.0,4003380023.0,401.0,22.0,4700.0,QN70,40.760165307318,-73.932898737178
DC33870,104278.0,LA PETITE ECOLE,GCC,PRESCHOOL,7 WEST 10 STREET,MANHATTAN,10011,(646) 504-9694,2 YEARS - 5 YEARS,25,No,1009541.0,1005740048.0,102.0,2.0,6300.0,MN23,40.733612814841,-73.995908204537
DC33014,,HELLENIC ORTHODOX COMMUNITY SAINT DEMETRIOS,SBCC,PRESCHOOL,30-11 30 DRIVE,QUEENS,11102,(718) 728-1754,3 YEARS - 5 YEARS,NO DATA,No,4441083.0,4005930001.0,401.0,22.0,6300.0,QN70,40.765519844628,-73.923355644173
DC2604,7310.0,PARSONS PRESCHOOL,GCC,PRESCHOOL,84-60 PARSONS BOULEVARD,QUEENS,11432,(718) 298-6161,2 YEARS - 5 YEARS,103,No,4208710.0,4097460001.0,408.0,24.0,23000.0,QN35,40.712833926995,-73.806638241293
DC40582,106484.0,L & L Studio Inc.,GCC,PRESCHOOL,810 FULTON STREET,BROOKLYN,11238,(917) 691-1566,2 YEARS - 5 YEARS,41,No,3426518.0,3020097501.0,302.0,35.0,19900.0,BK69,40.684134233464,-73.969045943934
DC25729,64598.0,"BEGINNING STEPS INFANT DAY CARE, LLC",GCC,PRESCHOOL,21 SNYDER AVENUE,BROOKLYN,11226,(718) 940-7700,2 YEARS - 5 YEARS,62,No,3117220.0,3051030008.0,314.0,40.0,79400.0,BK95,40.648566458103,-73.95753077015
DC38964,,NESIVOS BAIS YAAKOV,SBCC,PRESCHOOL,1334 OCEAN PARKWAY,BROOKLYN,11230,(718) 376-4555,3 YEARS - 5 YEARS,NO DATA,No,3172886.0,3065680023.0,312.0,44.0,44400.0,BK46,40.616060910701,-73.968940759894
DC43575,106514.0,Diversity Academy Child Care 2,GCC,PRESCHOOL,125 GREAVES LANE,STATEN ISLAND,10308,(718) 310-6088,2 YEARS - 5 YEARS,18,No,5151097.0,5046450425.0,503.0,51.0,14606.0,SI54,40.553662373681,-74.143952047849
DC36590,104364.0,LEARNING WHEEL CHILDCARE,GCC,INFANT TODDLER,48 SULLIVAN ST,BROOKLYN,11231,(718) 576-3443,0 YEARS - 2 YEARS,23,No,3008556.0,3005560032.0,306.0,38.0,5300.0,BK33,40.677020677106,-74.011060789003
DC19561,,ST. CLARE SCHOOL,SBCC,PRESCHOOL,151 LINDENWOOD ROAD,STATEN ISLAND,10308,(718) 984-7091,3 YEARS - 5 YEARS,NO DATA,No,5107684.0,5052440025.0,503.0,51.0,15601.0,SI54,40.546640359718,-74.15098205017
DC33478,101237.0,"UNITED ACADEMY, INC.",GCC,INFANT TODDLER,60 HARRISON AVENUE,BROOKLYN,11211,(718) 387-8837,0 YEARS - 2 YEARS,47,No,3060902.0,3022200038.0,301.0,33.0,52900.0,BK72,40.705054777148,-73.952636373358
DC19342,8192.0,IMMANUEL INC,GCC,PRESCHOOL,213-03 NORTHERN BLVD.,QUEENS,11361,(718) 819-0190,2 YEARS - 5 YEARS,65,No,4438268.0,4062870037.0,411.0,19.0,146700.0,QN46,40.760116634552,-73.770125127455
DC2137,6954.0,POSITIVE BEGINNINGS INC.,GCC,PRESCHOOL,71-25 MAIN STREET,QUEENS,11367,(718) 261-0211,2 YEARS - 5 YEARS,150,No,4144021.0,4066580003.0,408.0,24.0,77906.0,QN37,40.727186632166,-73.822074515484
DC34865,,Public Prep Charter School Academies,SBCC,PRESCHOOL,681 KELLY STREET,BRONX,10455,(718) 901-3855,3 YEARS - 5 YEARS,NO DATA,No,2005133.0,2026860020.0,202.0,17.0,8300.0,BX33,40.815422524807,-73.90213813522
DC24956,59177.0,PRESCHOOL R' US II INC,GCC,PRESCHOOL,59-25 KISSENA BLVD.,QUEENS,11355,(718) 888-9878,NO DATA,130,No,4146188.0,4067310018.0,407.0,20.0,121500.0,QN62,40.740023874432,-73.815100684195
DC19525,,ST CHARLES BORROMEO SCHOOL,SBCC,PRESCHOOL,214 WEST 142ND STREET,MANHATTAN,10030,(212) 368-6666,3 YEARS - 5 YEARS,NO DATA,No,1060426.0,1020270041.0,110.0,9.0,23000.0,MN03,40.820032913684,-73.941252791833
DC25095,39657.0,"ACADEMY OF EXCELLENCE, BELL PARK",GCC,PRESCHOOL,178-36 WEXFORD  TERRACE,QUEENS,11432,(718) 523-4400,2 YEARS - 5 YEARS,134,No,4534092.0,4099377501.0,408.0,24.0,46600.0,QN06,40.713499982893,-73.784560224484
DC32350,97217.0,BPOS OF PARK SLOPE CORP,GCC,PRESCHOOL,65 PARK PLACE,BROOKLYN,11217,(718) 622-1203,2 YEARS - 5 YEARS,109,No,3018891.0,3009387503.0,306.0,39.0,12902.0,BK37,40.678997785824,-73.976504136936
DC25363,72983.0,PS OF THE ARTS,GCC,INFANT TODDLER,337 2ND AVENUE,MANHATTAN,10003,(212) 677-7375,0 YEARS - 2 YEARS,42,No,1019603.0,1009000027.0,106.0,2.0,6400.0,MN21,40.735752464715,-73.982470385134
DC33862,103595.0,"New Sunflower Day Care Center, LLC.",GCC,PRESCHOOL,1704 BATH AVENUE,BROOKLYN,11214,(917) 485-8470,2 YEARS - 5 YEARS,18,No,3168558.0,3064330032.0,311.0,47.0,17600.0,BK27,40.60508568854,-74.008178579711
DC21507,,CENTRAL UTA,SBCC,PRESCHOOL,84-88 SANFORD STREET,BROOKLYN,11205,(718) 797-2888,3 YEARS - 5 YEARS,NO DATA,No,3048462.0,3017360014.0,303.0,33.0,123700.0,BK75,40.696362527557,-73.953720844513
DC34684,105925.0,MANHATTAN JEWISH STUDENT CENTER INC.,GCC,PRESCHOOL,236-238 WEST  23 STREET,MANHATTAN,10011,(917) 753-9929,2 YEARS - 5 YEARS,50,No,1014131.0,1007720066.0,104.0,3.0,9100.0,MN13,40.744569938841,-73.996806140346
DC38913,105072.0,BUNNYHILL BABIES LLC,GCC,PRESCHOOL,46-04 VERNON BOULEVARD,QUEENS,11101,(718) 361-8326,2 YEARS - 5 YEARS,42,No,4618965.0,4000270046.0,402.0,26.0,700.0,QN31,40.746670992859,-73.95279073124
DC24803,25158.0,FAMILY HEAD START/EARLY LEARN,GCC,PRESCHOOL,2960 WEST 27 STREET,BROOKLYN,11224,(718) 265-7760,2 YEARS - 5 YEARS,80,No,3339183.0,3070520034.0,313.0,47.0,34200.0,BK21,40.573581082384,-73.992854780263
DC21824,8345.0,"CENTER OF EXCELLENCE SPRINGFIELD GARDENS, INC.",GCC,INFANT TODDLER,127-08 MERRICK BLVD.,QUEENS,11434,(718) 276-8200,0 YEARS - 2 YEARS,28,No,4270315.0,4125280105.0,412.0,27.0,33401.0,QN08,40.681314622852,-73.764971601019
DC36113,104316.0,BRIGHT HORIZONS AT WEST 72ND,GCC,PRESCHOOL,253 WEST 72ND ST,MANHATTAN,10023,(646) 979-9771,2 YEARS - 5 YEARS,57,No,1030507.0,1011640005.0,107.0,6.0,15900.0,MN14,40.779322895673,-73.983311012887
DC2975,6827.0,EARLY SUNRISE PRESCHOOL AND KINDERGARTEN,GCC,PRESCHOOL,187-08 HILLSIDE AVENUE,QUEENS,11432,(718) 736-9064,2 YEARS - 5 YEARS,29,No,4212871.0,4099350031.0,412.0,23.0,48000.0,QN61,40.714755194968,-73.77499688105
DC32385,,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,SBCC,PRESCHOOL,122-05 SMITH STREET,QUEENS,11434,(718) 978-0075,3 YEARS - 5 YEARS,NO DATA,No,4533226.0,4123810010.0,412.0,28.0,28400.0,QN76,40.679845803965,-73.778576280277
DC25173,73437.0,NY KIDS CLUB,GCC,PRESCHOOL,88 LEONARD STREET,MANHATTAN,10013,(917) 363-8153,2 YEARS - 5 YEARS,40,No,1087082.0,1001730027.0,101.0,1.0,3300.0,MN24,40.71715517299,-74.004678785905
DC12381,6598.0,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,GCC,INFANT TODDLER,175-44 MAYFIELD ROAD,QUEENS,11432,(718) 658-1563,0 YEARS - 2 YEARS,15,No,4211404.0,4098900020.0,408.0,24.0,45800.0,QN06,40.716213278951,-73.789782078411
DC33788,103785.0,LEARNING AND FUN LLC,GCC,PRESCHOOL,215 EAST 6 STREET,MANHATTAN,10003,(212) 505-3695,NO DATA,25,No,1006643.0,1004620004.0,103.0,2.0,3800.0,MN22,40.727947242375,-73.98983993594
DC1750,,HOLY ROSARY SCHOOL,SBCC,PRESCHOOL,1500 ARNOW AVENUE,BRONX,10469,(718) 652-1838,3 YEARS - 5 YEARS,58,No,2054563.0,2045340045.0,211.0,13.0,36000.0,BX31,40.867564102988,-73.842624495597
DC38815,,Central UTA - Marcy,SBCC,PRESCHOOL,585 MARCY AVENUE,BROOKLYN,11206,(718) 797-2888,NO DATA,420,No,3048637.0,3017557503.0,303.0,36.0,25901.0,BK75,40.695029366537,-73.94912748787
DC40981,105772.0,PRIMROSE OF MANHATTAN AT EAST 82ND STREET,GCC,INFANT TODDLER,350 E 82ND ST,MANHATTAN,10028,(212) 457-1778,0 YEARS - 2 YEARS,64,No,1087342.0,1015447501.0,108.0,5.0,13800.0,MN32,40.774771684001,-73.952431343703
DC1113,7229.0,YELED V'YALDA EARLY CHILDHOOD CENTER INC.,GCC,INFANT TODDLER,20 PARK HILL CIRCLE,STATEN ISLAND,10304,(718) 720-0090,0 YEARS - 2 YEARS,8,No,5043182.0,5028670100.0,501.0,49.0,4000.0,SI08,40.616301983587,-74.078107635299
DC32645,95897.0,"BRIGHT  START CHILD LEARNING CENTER, INC",GCC,PRESCHOOL,30-11 21    STREET,QUEENS,11102,(718) 777-8848,2 YEARS - 5 YEARS,62,No,4533605.0,4005497502.0,401.0,22.0,7900.0,QN71,40.769598829113,-73.928018976971
DC1907,6477.0,RING AROUND THE ROSIE PRE-SCHOOL INC.,GCC,PRESCHOOL,7104 13 AVENUE,BROOKLYN,11228,(718) 492-7464,2 YEARS - 5 YEARS,20,No,3157619.0,3061770039.0,310.0,38.0,19600.0,BK30,40.622479567601,-74.005169234752
DC39896,105343.0,YELED V' YALDA EARLY CHILDHOOD CENTER INC.,GCC,PRESCHOOL,585 MARCY AVE,BROOKLYN,11206,(718) 514-8992,2 YEARS - 5 YEARS,96,No,3048637.0,3017557503.0,303.0,36.0,25901.0,BK75,40.695029366537,-73.94912748787
DC43479,106483.0,L & L Studio inc,GCC,INFANT TODDLER,810 FULTON STREET,BROOKLYN,11238,(917) 849-9959,0 YEARS - 2 YEARS,10,No,3426518.0,3020097501.0,302.0,35.0,19900.0,BK69,40.684134233464,-73.969045943934
DC41278,105913.0,YOUNG ACHIEVERS EARLY START CENTER INC,GCC,PRESCHOOL,3462 EAST TREMONT AVENUE,BRONX,10465,(347) 281-8828,2 YEARS - 5 YEARS,39,No,2079386.0,2055310021.0,210.0,13.0,16600.0,BX52,40.83190718118,-73.82731504237
DC39629,105548.0,NY KIDS CLUB,GCC,PRESCHOOL,4416 23RD ST,QUEENS,11101,(347) 378-4785,2 YEARS - 5 YEARS,55,No,4005187.0,4004390001.0,402.0,26.0,1900.0,QN31,40.748665506741,-73.944578600069
DC36814,104642.0,SUNSHINE LEARNING CENTER,GCC,INFANT TODDLER,609 JACKSON AVE,BRONX,10455,(718) 215-1193,0 YEARS - 2 YEARS,48,No,2004435.0,2026230211.0,201.0,8.0,7300.0,BX34,40.814848628683,-73.908500962484
DC40152,105652.0,Discovery PitStop Inc. 2,GCC,INFANT TODDLER,175 VANDERBILT AVE,BROOKLYN,11205,(347) 885-1141,0 YEARS - 2 YEARS,18,No,3322374.0,3019010020.0,302.0,35.0,19500.0,BK69,40.692607529717,-73.969716327833
DC25755,55957.0,"HYLAN DAY CARE, INC.",GCC,PRESCHOOL,2346 HYLAN BOULEVARD,STATEN ISLAND,10306,(718) 351-2705,2 YEARS - 5 YEARS,60,No,5055360.0,5039050026.0,502.0,50.0,11202.0,SI45,40.573688203322,-74.106498168114
DC23100,55337.0,"BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.",GCC,PRESCHOOL,4202 8TH  AVENUE,BROOKLYN,11232,(718) 437-8788,2 YEARS - 5 YEARS,174,No,3337411.0,3009247503.0,307.0,38.0,9200.0,BK34,40.645505661778,-73.999153177002
DC39960,105469.0,"HEAVEN'S TINY TOTS EAST TREMONT CHILD DEVELOPMENT CENTER, INC.",GCC,PRESCHOOL,1932 BRYANT AVENUE,BRONX,10460,(718) 684-5512,2 YEARS - 5 YEARS,73,No,2129026.0,2030057501.0,206.0,15.0,35900.0,BX17,40.839977522846,-73.882235281186
DC36828,,HELPING HAND ACADEMY II,SBCC,PRESCHOOL,188-32 JAMAICA AVENUE,QUEENS,11423,(718) 479-3124,3 YEARS - 5 YEARS,NO DATA,No,4231434.0,4108160013.0,412.0,27.0,50000.0,QN07,40.711410357766,-73.769990751812
DC24700,27737.0,B'ABOVE WORLDWIDE INSTITUTE /NEW HYDE PARK,GCC,PRESCHOOL,771-779 EAST 49TH STREET,BROOKLYN,11203,(718) 451-1126,2 YEARS - 5 YEARS,189,No,3105711.0,3047700054.0,317.0,45.0,84000.0,BK91,40.64277818143,-73.930422825379
DC1080,,MOSDOS CHASIDEI SQUARE,SBCC,PRESCHOOL,1373 43 STREET,BROOKLYN,11219,(718) 436-2550,3 YEARS - 5 YEARS,NO DATA,No,3135954.0,3055990042.0,312.0,44.0,23200.0,BK88,40.637501161911,-73.987155061813
DC40949,105966.0,Amazing Explorers Williamsburg,GCC,PRESCHOOL,123 HOPE STREET,BROOKLYN,11211,(347) 343-4435,2 YEARS - 5 YEARS,40,No,3426882.0,3023740001.0,301.0,34.0,51300.0,BK73,40.712287516963,-73.953294925483
DC44478,,YESHIVAT SHAARE TORAH,SBCC,PRESCHOOL,321 AVENUE N,BROOKLYN,11230,(718) 645-1196,3 YEARS - 5 YEARS,NO DATA,No,3172789.0,3065660043.0,312.0,44.0,44400.0,BK46,40.614296706863,-73.971610525942
DC37842,105314.0,"Teeny Tiny Toes, LLC",GCC,PRESCHOOL,19-79 38 STREET,QUEENS,11105,(347) 801-3103,2 YEARS - 5 YEARS,20,No,4616405.0,4008110001.0,401.0,22.0,12301.0,QN72,40.777484229814,-73.901728328621
DC20116,8066.0,"YESHIVATH KEHILATH YAKOV, INC",GCC,PRESCHOOL,212-220 WILSON STREET,BROOKLYN,11211,(718) 486-3055,2 YEARS - 5 YEARS,95,No,3393827.0,3021830024.0,301.0,34.0,53500.0,BK72,40.707058459713,-73.959826988724
DC25788,55139.0,BAYRIDGE CHILD CARE CENTER,GCC,PRESCHOOL,322 44TH STREET,BROOKLYN,11220,(718) 768-5030,2 YEARS - 5 YEARS,60,No,3337172.0,3007370016.0,307.0,38.0,8000.0,BK32,40.650607740143,-74.010396901718
DC11744,7594.0,MARY BOBB LEARNING ACADEMY,GCC,PRESCHOOL,1187 NOSTRAND AVENUE,BROOKLYN,11225,(718) 604-4400,2 YEARS - 5 YEARS,177,No,3107261.0,3048140007.0,309.0,40.0,80400.0,BK60,40.65834323155,-73.950370187471
DC2142,6674.0,COMMUNITY RESOURCES,GCC,PRESCHOOL,3651 RICHMOND ROAD,STATEN ISLAND,10306,(718) 351-6416,2 YEARS - 5 YEARS,81,No,5037335.0,5022900025.0,502.0,50.0,27900.0,SI24,40.572210353439,-74.142829523848
DC41717,106283.0,Bright Horizons Children's Centers LLC,GCC,INFANT TODDLER,514 WEST 35 STREET,MANHATTAN,10001,(646) 946-5363,0 YEARS - 2 YEARS,23,No,1090122.0,1007060017.0,104.0,3.0,9900.0,MN13,40.755485894891,-73.999256448223
DC39337,,TALMUD TORAH SIACH YITZCHOK,SBCC,PRESCHOOL,1045 BEACH    9 STREET,QUEENS,11691,(718) 327-6247,3 YEARS - 5 YEARS,NO DATA,No,4298172.0,4155540049.0,414.0,31.0,103202.0,QN15,40.604317779871,-73.745721133845
DC2486,,ST. JOSEPH CATHOLIC ACADEMY,SBCC,PRESCHOOL,28-46 44 STREET,QUEENS,11103,(718) 728-0724,3 YEARS - 5 YEARS,NO DATA,No,4012078.0,4006990001.0,401.0,22.0,14700.0,QN70,40.762865303501,-73.911417235144
DC22752,,BAIS ROCHEL SCHOOL OF BORO PARK,SBCC,PRESCHOOL,5301 14 AVENUE,BROOKLYN,11219,(718) 438-7822,3 YEARS - 5 YEARS,175,No,3139072.0,3056710001.0,312.0,44.0,23800.0,BK88,40.631361546616,-73.992326173479
DC19052,7968.0,ADVENTURELAND CHILD CARE CENTER INC.,GCC,INFANT TODDLER,32-04 31ST AVENUE,QUEENS,11106,(718) 777-2011,0 YEARS - 2 YEARS,30,No,4008433.0,4006140040.0,401.0,22.0,6100.0,QN70,40.763883414841,-73.922530859939
DC22824,30158.0,"KREATIVE KARE DAY CARE CENTER, INC.",GCC,PRESCHOOL,455-459 WILSON AVENUE,BROOKLYN,11221,(718) 386-3242,NO DATA,74,No,3077626.0,3033840006.0,304.0,37.0,43500.0,BK77,40.693113276483,-73.912379331006
DC20960,9517.0,SUNSHINE LEARNING CENTER,GCC,PRESCHOOL,416 WILLIS AVENUE,BRONX,10454,(718) 989-9804,2 YEARS - 5 YEARS,161,No,2098220.0,2022890003.0,201.0,8.0,4300.0,BX39,40.813062134346,-73.919977080676
DC23086,60737.0,GATEWAY CHURCH,GCC,INFANT TODDLER,200 BOSCOMBE AVENUE,STATEN ISLAND,10309,(718) 966-8695,0 YEARS - 2 YEARS,54,No,5118310.0,5075770003.0,503.0,51.0,22600.0,SI11,40.52463817896,-74.231367602804
DC24902,59682.0,HAPPY BEES DAYCARE,GCC,PRESCHOOL,21-60 33 STREET,QUEENS,11105,(718) 606-6663,2 YEARS - 5 YEARS,14,No,4016975.0,4008310089.0,401.0,22.0,11300.0,QN72,40.776136806627,-73.908680730622
DC24829,51300.0,BPOS CORP.,GCC,PRESCHOOL,11 WYCKOFF STREET,BROOKLYN,11201,(347) 844-9699,2 YEARS - 5 YEARS,70,No,3005768.0,3003847504.0,302.0,33.0,6900.0,BK38,40.686866500024,-73.992921920766
DC1718,,ST. JOSEPH THE WORKER CATHOLIC ACADEMY,SBCC,PRESCHOOL,241 PROSPECT PARK WEST,BROOKLYN,11215,(718) 768-7629,3 YEARS - 5 YEARS,NO DATA,No,3337819.0,3011140001.0,307.0,39.0,16900.0,BK40,40.659447596562,-73.981153334017
DC32065,,MOTT HAVEN ACADEMY CHARTER SCHOOL,SBCC,PRESCHOOL,170 BROWN PLACE,BRONX,10454,(718) 292-7015,3 YEARS - 5 YEARS,29,No,2000023.0,2022630001.0,201.0,8.0,2500.0,BX39,40.806373997216,-73.92114829591
DC25391,49877.0,"YESHIVATH KEHILATH YAKOV, INC.",GCC,INFANT TODDLER,636-640 BEDFORD AVENUE,BROOKLYN,11249,(718) 963-1212,0 YEARS - 2 YEARS,93,No,,3.0,301.0,33.0,53700.0,BK72,40.702205409454,-73.958993198117
DC42963,106223.0,BEANSTALK CHILD CARE ACADEMY,GCC,PRESCHOOL,844 DEKALB AVENUE,BROOKLYN,11221,(718) 574-3710,2 YEARS - 5 YEARS,83,No,3049690.0,3017820010.0,303.0,36.0,28100.0,BK35,40.692415781287,-73.942155393114
DC38586,105319.0,"PURPLE CIRCLE DAY CARE CENTER, INC.",GCC,PRESCHOOL,2697 BROADWAY,MANHATTAN,10025,(212) 866-9193,2 YEARS - 5 YEARS,40,No,1056548.0,1018740052.0,107.0,7.0,19100.0,MN12,40.79888717504,-73.968707043198
DC36070,105141.0,LITTLE STARS,GCC,INFANT TODDLER,4063 EDSON  AVENUE,BRONX,10466,(718) 994-0604,0 YEARS - 2 YEARS,10,No,2067475.0,2049800066.0,212.0,12.0,42600.0,BX62,40.89158526243,-73.844126290404
DC133,4357.0,CARRIE MASTRONARDI EARLY CHILDHOOD EDUCATION CENTER,GCC,PRESCHOOL,1273 57 STREET,BROOKLYN,11219,(718) 435-2554,2 YEARS - 5 YEARS,264,No,3140076.0,3056900042.0,312.0,44.0,21600.0,BK88,40.630991230934,-73.99751052367
DC11227,7031.0,MI NUEVO MUNDO CORP,GCC,PRESCHOOL,31-05 51 STREET,QUEENS,11377,(718) 626-7394,2 YEARS - 5 YEARS,123,No,4025175.0,4011310022.0,401.0,25.0,29500.0,QN63,40.756909108565,-73.907848118618
DC34115,103804.0,Neshama 1 Inc,GCC,PRESCHOOL,431 AVENUE P,BROOKLYN,11223,(347) 267-0263,2 YEARS - 5 YEARS,40,No,3395505.0,3066097501.0,312.0,44.0,43800.0,BK46,40.6089855169,-73.97149034144
DC40939,105988.0,THE LEARNING EXPERIENCE,GCC,INFANT TODDLER,411 WEST 35 STREET,MANHATTAN,10001,(212) 695-7634,0 YEARS - 2 YEARS,18,No,1089379.0,1007330023.0,104.0,3.0,11100.0,MN13,40.754289124036,-73.996350886944
DC38370,105475.0,Adapt Community Network,GCC,PRESCHOOL,1520 EAST 13 STREET,BROOKLYN,11230,(718) 382-1060,2 YEARS - 5 YEARS,177,No,3329249.0,3067590001.0,314.0,48.0,54200.0,BK43,40.612037302348,-73.960799220719
DC35290,,BAIS BROCHO D KARLIN STOLIN,SBCC,PRESCHOOL,4314 10 AVENUE,BROOKLYN,11219,(718) 853-1222,3 YEARS - 5 YEARS,NO DATA,No,3136036.0,3056010042.0,312.0,38.0,11200.0,BK34,40.642233792796,-73.995384141006
DC12013,,BNOSMENACHEM,SBCC,PRESCHOOL,739 EAST NEW YORK AVENUE,BROOKLYN,11203,(718) 493-1100,3 YEARS - 5 YEARS,NO DATA,No,3038483.0,3014280047.0,309.0,40.0,87401.0,BK60,40.662339244162,-73.938277992582
DC31925,98957.0,CHEER-AND-GROW LEARNING ACADEMY CORP.,GCC,PRESCHOOL,1926 CROSS BRONX EXPRESSWAY,BRONX,10472,(718) 684-3100,2 YEARS - 5 YEARS,75,No,2025966.0,2037940127.0,209.0,18.0,7200.0,BX55,40.832639897168,-73.859431541044
DC15570,7492.0,"CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMUNITY CENTER, INC.",GCC,PRESCHOOL,3512 DEKALB AVENUE,BRONX,10467,(718) 405-0020,2 YEARS - 5 YEARS,83,No,2094751.0,2033280138.0,207.0,11.0,43100.0,BX43,40.882721728452,-73.880058138874
DC20136,8071.0,"HIGH HOPES OF STATEN ISLAND, INC",GCC,INFANT TODDLER,1298 WOODROW ROAD,STATEN ISLAND,10309,(718) 317-8143,NO DATA,16,No,5085132.0,5069340101.0,503.0,51.0,20803.0,SI32,40.541625868853,-74.20846850504
DC31723,,SCHOOL BASED CHILD CARE,SBCC,PRESCHOOL,12 FRANKLIN AVENUE,BROOKLYN,11249,(718) 388-0848,2 YEARS - 5 YEARS,NO DATA,No,3061372.0,3022610017.0,301.0,33.0,53700.0,BK72,40.699026946369,-73.958944670984
DC14520,7670.0,RIVENDELL SCHOOL,GCC,PRESCHOOL,277 3RD AVENUE,BROOKLYN,11215,(718) 499-5667,2 YEARS - 5 YEARS,65,No,3378430.0,3004480007.0,306.0,39.0,11900.0,BK37,40.677456777877,-73.986022503086
DC1784,2212.0,WILLIAM T DILLON CHILD STUDY CENTER @ST. JOSEPH'S COLLEGE,GCC,PRESCHOOL,239 VANDERBILT AVENUE,BROOKLYN,11205,(718) 940-5678,2 YEARS - 5 YEARS,100,No,3329856.0,3019150016.0,302.0,35.0,19500.0,BK69,40.690782159846,-73.969356564215
DC19521,,Christ the King School,SBCC,PRESCHOOL,1345 GRAND CONCOURSE,BRONX,10452,(718) 538-5959,3 YEARS - 5 YEARS,NO DATA,No,2008052.0,2028400065.0,204.0,16.0,22102.0,BX63,40.837401593982,-73.9148881789
DC37208,104746.0,LITTLE SUNSHINE CENTER,GCC,INFANT TODDLER,5959 BROADWAY,BRONX,10463,(347) 202-7542,0 YEARS - 2 YEARS,9,No,2124471.0,2057760621.0,208.0,11.0,28500.0,BX29,40.888948080268,-73.898532081118
DC17882,7977.0,BRIGHT HORIZONS CHILDREN'S CENTERS  LLC,GCC,INFANT TODDLER,20 PINE STREET,MANHATTAN,10005,(212) 509-1580,0 YEARS - 2 YEARS,77,No,1001022.0,1000447501.0,101.0,1.0,700.0,MN25,40.707548143695,-74.009962171997
DC39965,105464.0,NY KIDS CLUB,GCC,PRESCHOOL,11 5TH AVE,MANHATTAN,10003,(917) 363-8153,2 YEARS - 5 YEARS,30,No,1009222.0,1005660001.0,102.0,2.0,5900.0,MN23,40.732399639705,-73.996225802619
DC18127,8050.0,CHABAD OF GRAMERCY PARK,GCC,PRESCHOOL,121 WEST 19TH STREET,MANHATTAN,10011,(212) 229-9075,2 YEARS - 5 YEARS,39,No,1087260.0,1007957501.0,104.0,3.0,8700.0,MN13,40.740795843347,-73.995420590472
DC24651,,YESHIVAT LEV TORAH,SBCC,PRESCHOOL,3300 KINGS HIGHWAY,BROOKLYN,11234,(718) 766-2713,3 YEARS - 5 YEARS,NO DATA,No,3210464.0,3076690017.0,318.0,45.0,74600.0,BK58,40.6187130251,-73.942295152728
DC1959,,YESHIVA & MESIVTA TORAH TEMIMAH PRESCHOOL,SBCC,PRESCHOOL,555 OCEAN PARKWAY,BROOKLYN,11218,(718) 853-8500,2 YEARS - 5 YEARS,NO DATA,No,3127249.0,3054000076.0,312.0,40.0,48400.0,BK41,40.634866331025,-73.972484458312
DC40018,105301.0,ORGANIKIDS INC.,GCC,INFANT TODDLER,97-45 63 DRIVE,QUEENS,11374,(718) 830-3859,NO DATA,19,No,4619191.0,4020897501.0,406.0,24.0,71701.0,QN18,40.730675393165,-73.859795396335
DC19539,,ST FRANCES DE CHANTAL SCHOOL,SBCC,PRESCHOOL,2962 HARDING AVENUE,BRONX,10465,(718) 892-5359,3 YEARS - 5 YEARS,NO DATA,No,2097494.0,2054520001.0,210.0,13.0,11800.0,BX52,40.816438064602,-73.81344966599
DC19175,8190.0,ROMAN CATHOLIC CHURCH OF THE HOLY CHILD OF NEW YORK,GCC,PRESCHOOL,4747 AMBOY ROAD,STATEN ISLAND,10312,(718) 356-5159,2 YEARS - 5 YEARS,159,No,5079880.0,5062050090.0,503.0,51.0,17005.0,SI01,40.539723682281,-74.170372801462
DC42965,106216.0,BEANSTALK CHILD CARE ACADEMY,GCC,PRESCHOOL,331 EAST 150 STREET,BRONX,10451,(718) 292-0812,2 YEARS - 5 YEARS,73,No,2001854.0,2024100056.0,201.0,17.0,6500.0,BX34,40.817470349365,-73.920199369129
DC21814,,YESHIVA KARLIN STOLIN,SBCC,PRESCHOOL,1801 55 STREET,BROOKLYN,11204,(718) 232-7800,3 YEARS - 5 YEARS,NO DATA,No,3130561.0,3054870001.0,312.0,44.0,47000.0,BK88,40.624688125474,-73.984055893298
